type,level,skill,topics,japanese,reading,meaning,part_of_speech,verb_type,transitivity,paired_with,example,example_reading,example_meaning,source,source_ref,tags,notes
expression,N5,vocabulary,,同じ,おなじ,"same, identical",na-adjective,,,,同じ本を持っています。,おなじほんをもっています。,I have the same book.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,お兄さん,おにいさん,(someone else's) older brother (formal),noun,,,,お兄さんは何歳ですか。,おにいさんはなんさいですか。,How old is your older brother?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,お姉さん,おねえさん,older sister (formal),noun,,,,お姉さんは優しいです。,おねえさんはやさしいです。,Your older sister is kind.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,伯母さん,おばさん,aunt,noun,,,,おばさんに会いました。,おばさんにあいました。,I met my aunt.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: 叔母さん
expression,N5,vocabulary,,叔母さん,おばさん,aunt,noun,,,,おばさんに会いました。,おばさんにあいました。,I met my aunt.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: 伯母さん
expression,N5,vocabulary,,おばあさん,おばあさん,"grandmother, female senior-citizen",noun,,,,おばあさんと話します。,おばあさんとはなします。,I talk with my grandmother.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,お風呂,おふろ,a bath,noun,,,,お風呂に入ります。,おふろにはいります。,I take a bath.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,お弁当,おべんとう,a boxed lunch,noun,,,,お弁当を作ります。,おべんとうをつくります。,I make a boxed lunch.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,覚える,おぼえる,"to learn, to commit to memory, to remember, to memorize",verb,ichidan,transitive,,漢字を覚えます。,かんじをおぼえます。,I memorize kanji.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,おまわりさん,おまわりさん,policeman (friendly term),noun,,,,おまわりさんに道を聞きます。,おまわりさんにみちをききます。,I ask the policeman for directions.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,重い,おもい,heavy; serious,i-adjective,,,,このかばんは重いです。,このかばんはおもいです。,This bag is heavy.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,面白い,おもしろい,"interesting, amusing",i-adjective,,,,この映画は面白いです。,このえいがはおもしろいです。,This movie is interesting.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,泳ぐ,およぐ,to swim,verb,godan,intransitive,,プールで泳ぎます。,プールでおよぎます。,I swim in the pool.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,降りる,おりる,to get off,verb,ichidan,intransitive,,次の駅で降ります。,つぎのえきでおります。,I will get off at the next station.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,終る,おわる,"to finish, to close",verb,godan,intransitive,,仕事が終わりました。,しごとがおわりました。,The work has finished.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,音楽,おんがく,Music,noun,,,,音楽を聞きます。,おんがくをききます。,I listen to music.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,女,おんな,"woman, female",noun,,,,あの女の人は先生です。,あのおんなのひとはせんせいです。,That woman is a teacher.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,女の子,おんなのこ,girl,noun,,,,女の子が歌っています。,おんなのこがうたっています。,A girl is singing.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～回,～かい,counter for occurrences (~ times),counter,,,,三回読みました。,さんかいよみました。,I read it three times.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～階,～かい,counter for stories (floors) of a building,counter,,,,三階に住んでいます。,さんがいにすんでいます。,I live on the third floor.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,外国,がいこく,foreign country; abroad,noun,,,,外国へ行きたいです。,がいこくへいきたいです。,I want to go abroad.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,外国人,がいこくじん,foreigner,noun,,,,外国人の友達がいます。,がいこくじんのともだちがいます。,I have a foreign friend.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,会社,かいしゃ,"company, corporation",noun,,,,会社で働きます。,かいしゃではたらきます。,I work at a company.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,階段,かいだん,stairs,noun,,,,階段を上ります。,かいだんをのぼります。,I go up the stairs.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,買い物,かいもの,shopping,noun,,,,買い物に行きます。,かいものにいきます。,I go shopping.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,買う,かう,to buy,verb,godan,transitive,,本を買います。,ほんをかいます。,I buy a book.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,返す,かえす,to return something,verb,godan,transitive,,本を返します。,ほんをかえします。,I return the book.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,帰る,かえる,"to go back, to go home, to return",verb,godan,intransitive,,家に帰ります。,いえにかえります。,I go home.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,顔,かお,face (body part),noun,,,,顔を洗います。,かおをあらいます。,I wash my face.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,かかる,かかる,"it takes (amount of time, money) (v.i.)",verb,godan,intransitive,,時間がかかります。,じかんがかかります。,It takes time.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,鍵,かぎ,a lock; a key,noun,,,,鍵をなくしました。,かぎをなくしました。,I lost my key.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,書く,かく,to write,verb,godan,transitive,,手紙を書きます。,てがみをかきます。,I write a letter.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,学生,がくせい,student,noun,,,,私は学生です。,わたしはがくせいです。,I am a student.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～か月,～かげつ,(number of) months,counter,,,,三か月、日本にいます。,さんかげつ、にほんにいます。,I will be in Japan for three months.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,掛ける,かける,"to put on (e.g., glasses); to hang (e.g., on a wall)",verb,ichidan,transitive,,眼鏡を掛けます。,めがねをかけます。,I put on glasses.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,かける,かける,"to dial/call (e.g., phone); to sit down",verb,ichidan,transitive,,友達に電話をかけます。,ともだちにでんわをかけます。,I call my friend.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,傘,かさ,"umbrella, parasol",noun,,,,傘を持って行きます。,かさをもっていきます。,I take an umbrella with me.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,貸す,かす,to lend,verb,godan,transitive,,本を貸します。,ほんをかします。,I lend a book.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,風,かぜ,"wind, breeze",noun,,,,風が強いです。,かぜがつよいです。,The wind is strong.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,風邪,かぜ,"cold, flu",noun,,,,風邪をひきました。,かぜをひきました。,I caught a cold.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,方,かた,-- honorific form for 人 (ひと) --; way of doing,noun,,,,あの方はどなたですか。,あのかたはどなたですか。,Who is that person?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,家族,かぞく,"family, members of a family",noun,,,,家族は四人です。,かぞくはよにんです。,There are four people in my family.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,片仮名,かたかな,katakana,noun,,,,片仮名を勉強します。,かたかなをべんきょうします。,I study katakana.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～月,～がつ,month of year,counter,,,,三月に生まれました。,さんがつにうまれました。,I was born in March.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,学校,がっこう,a school,noun,,,,学校へ行きます。,がっこうへいきます。,I go to school.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,カップ,カップ,cup,noun,,,,カップにコーヒーを入れます。,カップにコーヒーをいれます。,I pour coffee into the cup.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,家庭,かてい,home; family,noun,,,,家庭を大切にします。,かていをたいせつにします。,I value my family.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,角,かど,"corner (e.g., desk, pavement)",noun,,,,角を右に曲がります。,かどをみぎにまがります。,I turn right at the corner.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,かばん,かばん,"bag, basket",noun,,,,かばんを買いました。,かばんをかいました。,I bought a bag.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,花瓶,かびん,(flower) vase,noun,,,,花瓶に花を入れます。,かびんにはなをいれます。,I put flowers in the vase.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,かぶる,かぶる,"to wear, to put on (e.g., a hat on the head)",verb,godan,transitive,,帽子をかぶります。,ぼうしをかぶります。,I wear a hat.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,紙,かみ,paper,noun,,,,紙に名前を書きます。,かみになまえをかきます。,I write my name on the paper.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,カメラ,カメラ,camera,noun,,,,カメラで写真を撮ります。,カメラでしゃしんをとります。,I take a photo with a camera.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,火曜日,かようび,Tuesday,noun,,,,火曜日に会いましょう。,かようびにあいましょう。,Let's meet on Tuesday.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,辛い,からい,hot and spicy; salty,i-adjective,,,,このカレーは辛いです。,このカレーはからいです。,This curry is spicy.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,体,からだ,body; health,noun,,,,体が弱いです。,からだがよわいです。,My body is weak.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,借りる,かりる,"to borrow, to owe",verb,ichidan,transitive,,図書館で本を借ります。,としょかんでほんをかります。,I borrow a book at the library.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～がる,～がる,feel,suffix,,,,彼女は行きたがっています。,かのじょはいきたがっています。,She wants to go.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,軽い,かるい,"light, non-serious, minor",i-adjective,,,,このかばんは軽いです。,このかばんはかるいです。,This bag is light.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,カレー,カレー,curry (abbr. for curry and rice),noun,,,,カレーを作ります。,カレーをつくります。,I make curry.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,カレンダー,カレンダー,calendar,noun,,,,カレンダーを見ます。,カレンダーをみます。,I look at the calendar.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,川,かわ,river,noun,,,,川で泳ぎます。,かわでおよぎます。,I swim in the river.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: 河
expression,N5,vocabulary,,河,かわ,river,noun,,,,川で泳ぎます。,かわでおよぎます。,I swim in the river.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: 川
expression,N5,vocabulary,,～側,～がわ,~ side,suffix,,,,右側に立ちます。,みぎがわにたちます。,I stand on the right side.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,可愛い,かわいい,"cute, adorable",i-adjective,,,,この犬は可愛いです。,このいぬはかわいいです。,This dog is cute.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,漢字,かんじ,kanji; Chinese character,noun,,,,漢字を勉強します。,かんじをべんきょうします。,I study kanji.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,木,き,"tree, wood, timber",noun,,,,木の下で休みます。,きのしたでやすみます。,I rest under the tree.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,黄色,きいろ,yellow,noun,,,,黄色いバナナを買いました。,きいろいバナナをかいました。,I bought a yellow banana.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,黄色い,きいろい,yellow,i-adjective,,,,黄色い花が好きです。,きいろいはながすきです。,I like yellow flowers.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,消える,きえる,"to vanish, to disappear",verb,ichidan,intransitive,,電気が消えました。,でんきがきえました。,The lights went out.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,聞く,きく,"to hear, to listen, to ask",verb,godan,transitive,,音楽を聞きます。,おんがくをききます。,I listen to music.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,北,きた,north,noun,,,,北から風が吹きます。,きたからかぜがふきます。,The wind blows from the north.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ギター,ギター,guitar,noun,,,,ギターを弾きます。,ギターをひきます。,I play the guitar.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,汚い,きたない,"dirty, unclean, filthy",i-adjective,,,,この部屋は汚いです。,このへやはきたないです。,This room is dirty.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,喫茶店,きっさてん,café,noun,,,,喫茶店でコーヒーを飲みます。,きっさてんでコーヒーをのみます。,I drink coffee at the café.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,切手,きって,postal (postage) stamps,noun,,,,切手を集めています。,きってをあつめています。,I collect stamps.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,切符,きっぷ,a ticket,noun,,,,切符を買います。,きっぷをかいます。,I buy a ticket.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,昨日,きのう,yesterday,noun,,,,昨日、映画を見ました。,きのう、えいがをみました。,I watched a movie yesterday.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,九,きゅう,nine,noun,,,,九時に会いましょう。,くじにあいましょう。,Let's meet at nine o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,牛肉,ぎゅうにく,beef,noun,,,,牛肉を食べます。,ぎゅうにくをたべます。,I eat beef.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,牛乳,ぎゅうにゅう,milk,noun,,,,毎朝、牛乳を飲みます。,まいあさ、ぎゅうにゅうをのみます。,I drink milk every morning.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,今日,きょう,"today, this day",noun,,,,今日は暑いです。,きょうはあついです。,Today is hot.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,教室,きょうしつ,classroom,noun,,,,教室で勉強します。,きょうしつでべんきょうします。,I study in the classroom.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,兄弟,きょうだい,"siblings (humble), brothers and sisters",noun,,,,兄弟は三人います。,きょうだいはさんにんいます。,I have three siblings.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,去年,きょねん,last year,noun,,,,去年、結婚しました。,きょねん、けっこんしました。,I got married last year.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,嫌い,きらい,dislike,na-adjective,,,,納豆が嫌いです。,なっとうがきらいです。,I dislike natto.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,切る,きる,to cut; to hang up (a phone),verb,godan,transitive,,紙を切ります。,かみをきります。,I cut the paper.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,着る,きる,to put on (clothes above your waist); to wear,verb,ichidan,transitive,,コートを着ます。,コートをきます。,I put on a coat.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,綺麗,きれい,"pretty, clean, tidy",na-adjective,,,,部屋を綺麗にします。,へやをきれいにします。,I clean up the room.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,キロ,キロ,kilo (kilogram) · kilo (kilometer),counter,,,,体重は五十キロです。,たいじゅうはごじゅっキロです。,My weight is fifty kilograms.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Abbreviates both キログラム (kg) and キロメートル (km) — context decides which
expression,N5,vocabulary,,キログラム,キログラム,(abbr.) kilo (kilogram),counter,,,,体重は五十キロです。,たいじゅうはごじゅっキロです。,My weight is fifty kilograms.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: キロ
expression,N5,vocabulary,,キロメートル,キロメートル,(abbr.) kilo (kilometer),counter,,,,駅まで二キロです。,えきまでにキロです。,It is two kilometers to the station.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: キロ
expression,N5,vocabulary,,銀行,ぎんこう,bank,noun,,,,銀行でお金を下ろします。,ぎんこうでおかねをおろします。,I withdraw money at the bank.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,金曜日,きんようび,Friday,noun,,,,金曜日は忙しいです。,きんようびはいそがしいです。,Friday is busy.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,九,く,nine,noun,,,,九時に起きます。,くじにおきます。,I get up at nine o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,薬,くすり,medicine,noun,,,,薬を飲みます。,くすりをのみます。,I take medicine.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,下さい,ください,(with te-form verb) please do for me,phrase,,,,水を下さい。,みずをください。,"Water, please.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,果物,くだもの,fruit,noun,,,,果物が好きです。,くだものがすきです。,I like fruit.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,口,くち,job opening; mouth,noun,,,,口を開けてください。,くちをあけてください。,Please open your mouth.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,靴,くつ,"shoes, footwear",noun,,,,新しい靴を買いました。,あたらしいくつをかいました。,I bought new shoes.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,靴下,くつした,socks,noun,,,,靴下を履きます。,くつしたをはきます。,I put on socks.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,国,くに,country; place of origin,noun,,,,どこの国から来ましたか。,どこのくにからきましたか。,Which country are you from?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,曇り,くもり,"cloudiness, cloudy weather",noun,,,,今日は曇りです。,きょうはくもりです。,Today is cloudy.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,曇る,くもる,"to become cloudy, to become dim",verb,godan,intransitive,,空が曇ってきました。,そらがくもってきました。,The sky has become cloudy.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,暗い,くらい,"dark, gloomy",i-adjective,,,,部屋が暗いです。,へやがくらいです。,The room is dark.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～くらい,～くらい,approximate (quantity),particle,,,,十人ぐらい来ました。,じゅうにんぐらいきました。,About ten people came.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: ぐらい
expression,N5,vocabulary,,ぐらい,ぐらい,approximate (quantity),particle,,,,十人ぐらい来ました。,じゅうにんぐらいきました。,About ten people came.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: ～くらい
expression,N5,vocabulary,,クラス,クラス,a class,noun,,,,英語のクラスがあります。,えいごのクラスがあります。,I have an English class.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,グラム,グラム,gram,counter,,,,砂糖を百グラム買います。,さとうをひゃくグラムかいます。,I buy 100 grams of sugar.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,来る,くる,to come,verb,irregular,intransitive,,友達が来ます。,ともだちがきます。,My friend is coming.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,車,くるま,"car, vehicle",noun,,,,車で会社へ行きます。,くるまでかいしゃへいきます。,I go to work by car.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,黒,くろ,black,noun,,,,黒が好きです。,くろがすきです。,I like black.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,黒い,くろい,black; dark,i-adjective,,,,黒い猫を見ました。,くろいねこをみました。,I saw a black cat.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,警官,けいかん,police officer,noun,,,,警官に道を聞きます。,けいかんにみちをききます。,I ask the police officer for directions.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,今朝,けさ,this morning,noun,,,,今朝、雨が降りました。,けさ、あめがふりました。,It rained this morning.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,消す,けす,"to erase, to delete, to turn off power",verb,godan,transitive,,電気を消します。,でんきをけします。,I turn off the light.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,結構,けっこう,"splendid; enough, tolerably",na-adjective,,,,結構です、ありがとう。,けっこうです、ありがとう。,"No thank you, that's fine.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,結婚,けっこん (する),marriage (get married),noun,,,,来月、結婚します。,らいげつ、けっこんします。,I will get married next month.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,月曜日,げつようび,Monday,noun,,,,月曜日に会いましょう。,げつようびにあいましょう。,Let's meet on Monday.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,玄関,げんかん,entrance (to a house or a building),noun,,,,玄関で靴を脱ぎます。,げんかんでくつをぬぎます。,I take off my shoes at the entrance.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,元気,げんき,"health(y), energetic",na-adjective,,,,元気ですか。,げんきですか。,How are you?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～個,～こ,"counter for small items (e.g., fruits, cups)",counter,,,,りんごを三個買います。,りんごをさんこかいます。,I buy three apples.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,五,ご,five,noun,,,,五時に会いましょう。,ごじにあいましょう。,Let's meet at five o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～語,～ご,"word, language",suffix,,,,日本語を勉強します。,にほんごをべんきょうします。,I study Japanese.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,公園,こうえん,a park,noun,,,,公園で遊びます。,こうえんであそびます。,I play in the park.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,交差点,こうさてん,intersection,noun,,,,交差点を右に曲がります。,こうさてんをみぎにまがります。,I turn right at the intersection.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
