type,level,skill,topics,japanese,reading,onyomi,kunyomi,meaning,example,example_reading,example_meaning,source,source_ref,tags,notes
kanji,N5,kanji,,次,つぎ,ジ,つぎ,next,次女,ジジョ,second daughter,Genki I,Lesson 8,,
kanji,N5,kanji,,次,つぎ,ジ,つぎ,next,次男,ジナン,second son,Genki I,Lesson 8,,
kanji,N5,kanji,,次,つぎ,ジ,つぎ,next,次,つぎ,next,Genki I,Lesson 8,,
kanji,N5,kanji,,何,なに,—,"なに, なん",what,何,なに,what,Genki I,Lesson 8,,
kanji,N5,kanji,,何,なに,—,"なに, なん",what,何か,なにか,something,Genki I,Lesson 8,,
kanji,N5,kanji,,何,なに,—,"なに, なん",what,何時,なんジ,what time,Genki I,Lesson 8,,
kanji,N5,kanji,,何,なに,—,"なに, なん",what,何人,なんニン,how many people,Genki I,Lesson 8,,
kanji,N5,kanji,,午,ゴ,ゴ,—,noon,午後,ゴゴ,P.M. / in the afternoon,Genki I,Lesson 9,,
kanji,N5,kanji,,午,ゴ,ゴ,—,noon,午前,ゴゼン,A.M.,Genki I,Lesson 9,,
kanji,N5,kanji,,午,ゴ,ゴ,—,noon,午前中,ゴゼンチュウ,in the morning,Genki I,Lesson 9,,
kanji,N5,kanji,,後,あと,ゴ,"あと, うし",after,前後,ゼンゴ,front and back / before and behind,Genki I,Lesson 9,,
kanji,N5,kanji,,後,あと,ゴ,"あと, うし",after,後で,あとで,later,Genki I,Lesson 9,,
kanji,N5,kanji,,後,あと,ゴ,"あと, うし",after,後ろ,うしろ,back / behind,Genki I,Lesson 9,,
kanji,N5,kanji,,前,まえ,ゼン,まえ,before,前日,ゼンジツ,previous day,Genki I,Lesson 9,,
kanji,N5,kanji,,前,まえ,ゼン,まえ,before,前,まえ,before / front,Genki I,Lesson 9,,
kanji,N5,kanji,,前,まえ,ゼン,まえ,before,名前,なまえ,name,Genki I,Lesson 9,,
kanji,N5,kanji,,名,な,メイ,な,name,名人,メイジン,master / expert,Genki I,Lesson 9,,
kanji,N5,kanji,,名,な,メイ,な,name,名作,メイサク,masterpiece,Genki I,Lesson 9,,
kanji,N5,kanji,,名,な,メイ,な,name,名,な,name / given name / fame,Genki I,Lesson 9,,
kanji,N5,kanji,,白,しろ,ハク,しろ,white,白人,ハクジン,white person,Genki I,Lesson 9,,
kanji,N5,kanji,,白,しろ,ハク,しろ,white,白い,しろい,white,Genki I,Lesson 9,,
kanji,N5,kanji,,白,しろ,ハク,しろ,white,白,しろ,white colour,Genki I,Lesson 9,,
kanji,N5,kanji,,雨,あめ,ウ,あめ,rain,雨天,ウテン,rainy weather,Genki I,Lesson 9,,
kanji,N5,kanji,,雨,あめ,ウ,あめ,rain,雨,あめ,rain,Genki I,Lesson 9,,
kanji,N5,kanji,,書,か,ショ,か,to write,読書,ドクショ,reading (a book),Genki I,Lesson 9,,
kanji,N5,kanji,,書,か,ショ,か,to write,文書,ブンショ,document / records / archives,Genki I,Lesson 9,,
kanji,N5,kanji,,書,か,ショ,か,to write,書く,かく,to write,Genki I,Lesson 9,,
kanji,N5,kanji,,友,とも,ユウ,とも,friend,友人,ユウジン,friend,Genki I,Lesson 9,,
kanji,N5,kanji,,友,とも,ユウ,とも,friend,友,とも,friend / companion / pal,Genki I,Lesson 9,,
kanji,N5,kanji,,間,あいだ,"カン, ゲン",あいだ,between,時間,ジカン,time,Genki I,Lesson 9,,
kanji,N5,kanji,,間,あいだ,"カン, ゲン",あいだ,between,二時間,ニジカン,two hours,Genki I,Lesson 9,,
kanji,N5,kanji,,間,あいだ,"カン, ゲン",あいだ,between,人間,ニンゲン,human being,Genki I,Lesson 9,,
kanji,N5,kanji,,間,あいだ,"カン, ゲン",あいだ,between,この間,このあいだ,the other day / lately,Genki I,Lesson 9,,
kanji,N5,kanji,,家,いえ,カ,"いえ, うち",house,一家,イッカ,a family / one's family,Genki I,Lesson 9,,
kanji,N5,kanji,,家,いえ,カ,"いえ, うち",house,作家,サッカ,author / writer / novelist,Genki I,Lesson 9,,
kanji,N5,kanji,,家,いえ,カ,"いえ, うち",house,家,いえ,house,Genki I,Lesson 9,,
kanji,N5,kanji,,家,いえ,カ,"いえ, うち",house,家,うち,house / home,Genki I,Lesson 9,,
kanji,N5,kanji,,話,はな,ワ,はな,to speak,会話,カイワ,conversation,Genki I,Lesson 9,,
kanji,N5,kanji,,話,はな,ワ,はな,to speak,電話,デンワ,telephone,Genki I,Lesson 9,,
kanji,N5,kanji,,話,はな,ワ,はな,to speak,話す,はなす,to speak,Genki I,Lesson 9,,
kanji,N5,kanji,,話,はな,ワ,はな,to speak,話,はなし,talk / story,Genki I,Lesson 9,,
kanji,N5,kanji,,少,すこ,ショウ,"すこ, すく",little,少女,ショウジョ,girl,Genki I,Lesson 9,,
kanji,N5,kanji,,少,すこ,ショウ,"すこ, すく",little,少年,ショウネン,boy,Genki I,Lesson 9,,
kanji,N5,kanji,,少,すこ,ショウ,"すこ, すく",little,少し,すこし,little,Genki I,Lesson 9,,
kanji,N5,kanji,,少,すこ,ショウ,"すこ, すく",little,少ない,すくない,few,Genki I,Lesson 9,,
kanji,N5,kanji,,古,ふる,コ,ふる,old,中古,チュウコ,secondhand,Genki I,Lesson 9,,
kanji,N5,kanji,,古,ふる,コ,ふる,old,古来,コライ,from time immemorial,Genki I,Lesson 9,,
kanji,N5,kanji,,古,ふる,コ,ふる,old,古い,ふるい,old (for things),Genki I,Lesson 9,,
kanji,N5,kanji,,古,ふる,コ,ふる,old,古本,ふるほん,secondhand book,Genki I,Lesson 9,,
kanji,N5,kanji,,知,し,チ,し,to know,知人,チジン,acquaintance,Genki I,Lesson 9,,
kanji,N5,kanji,,知,し,チ,し,to know,知事,チジ,prefectural governor,Genki I,Lesson 9,,
kanji,N5,kanji,,知,し,チ,し,to know,知る,しる,to know,Genki I,Lesson 9,,
kanji,N5,kanji,,知,し,チ,し,to know,お知らせ,おしらせ,news / notice / information,Genki I,Lesson 9,,
kanji,N5,kanji,,来,く,ライ,"く, き, こ",to come,来月,ライゲツ,next month,Genki I,Lesson 9,,
kanji,N5,kanji,,来,く,ライ,"く, き, こ",to come,来日,ライニチ,visit to Japan,Genki I,Lesson 9,,
kanji,N5,kanji,,来,く,ライ,"く, き, こ",to come,来る,くる,to come,Genki I,Lesson 9,,
kanji,N5,kanji,,来,く,ライ,"く, き, こ",to come,来ない,こない,not to come,Genki I,Lesson 9,,
kanji,N5,kanji,,住,す,ジュウ,す,to live,住人,ジュウニン,inhabitant / resident,Genki I,Lesson 10,,
kanji,N5,kanji,,住,す,ジュウ,す,to live,住む,すむ,to live,Genki I,Lesson 10,,
kanji,N5,kanji,,正,ただ,ショウ,ただ,right,お正月,おショウガツ,New Year,Genki I,Lesson 10,,
kanji,N5,kanji,,正,ただ,ショウ,ただ,right,正午,ショウゴ,noon,Genki I,Lesson 10,,
kanji,N5,kanji,,正,ただ,ショウ,ただ,right,正しい,ただしい,right,Genki I,Lesson 10,,
kanji,N5,kanji,,年,とし,ネン,とし,year,一年,イチネン,one year,Genki I,Lesson 10,,
kanji,N5,kanji,,年,とし,ネン,とし,year,来年,ライネン,next year,Genki I,Lesson 10,,
kanji,N5,kanji,,年,とし,ネン,とし,year,年,とし,year,Genki I,Lesson 10,,
kanji,N5,kanji,,年,とし,ネン,とし,year,今年,ことし,this year,Genki I,Lesson 10,,
kanji,N5,kanji,,売,う,バイ,う,to sell,売買,バイバイ,selling and buying,Genki I,Lesson 10,,
kanji,N5,kanji,,売,う,バイ,う,to sell,売る,うる,to sell,Genki I,Lesson 10,,
kanji,N5,kanji,,売,う,バイ,う,to sell,前売り,まえうり,advance sale,Genki I,Lesson 10,,
kanji,N5,kanji,,買,か,バイ,か,to buy,買う,かう,to buy,Genki I,Lesson 10,,
kanji,N5,kanji,,町,まち,チョウ,まち,town,町長,チョウチョウ,mayor of a town,Genki I,Lesson 10,,
kanji,N5,kanji,,町,まち,チョウ,まち,town,町,まち,town,Genki I,Lesson 10,,
kanji,N5,kanji,,長,なが,チョウ,なが,long / superior,長男,チョウナン,the eldest son,Genki I,Lesson 10,,
kanji,N5,kanji,,長,なが,チョウ,なが,long / superior,社長,シャチョウ,company president,Genki I,Lesson 10,,
kanji,N5,kanji,,長,なが,チョウ,なが,long / superior,校長,コウチョウ,principal / head teacher,Genki I,Lesson 10,,
kanji,N5,kanji,,長,なが,チョウ,なが,long / superior,長い,ながい,long,Genki I,Lesson 10,,
kanji,N5,kanji,,道,みち,ドウ,みち,way,書道,ショドウ,calligraphy,Genki I,Lesson 10,,
kanji,N5,kanji,,道,みち,ドウ,みち,way,国道,コクドウ,national road / highway,Genki I,Lesson 10,,
kanji,N5,kanji,,道,みち,ドウ,みち,way,道,みち,way / road,Genki I,Lesson 10,,
kanji,N5,kanji,,雪,ゆき,セツ,ゆき,snow,新雪,シンセツ,new snow,Genki I,Lesson 10,,
kanji,N5,kanji,,雪,ゆき,セツ,ゆき,snow,雪,ゆき,snow,Genki I,Lesson 10,,
kanji,N5,kanji,,雪,ゆき,セツ,ゆき,snow,雪だるま,ゆきだるま,snowman,Genki I,Lesson 10,,
kanji,N5,kanji,,立,た,リツ,た,to stand,国立大学,コクリツダイガク,national university,Genki I,Lesson 10,,
kanji,N5,kanji,,立,た,リツ,た,to stand,自立,ジリツ,independence / self-reliance,Genki I,Lesson 10,,
kanji,N5,kanji,,立,た,リツ,た,to stand,立つ,たつ,to stand,Genki I,Lesson 10,,
kanji,N5,kanji,,自,ジ,ジ,—,self,自分,ジブン,oneself,Genki I,Lesson 10,,
kanji,N5,kanji,,自,ジ,ジ,—,self,自作,ジサク,one's own work,Genki I,Lesson 10,,
kanji,N5,kanji,,夜,よる,ヤ,"よる, よ",night,今夜,コンヤ,tonight,Genki I,Lesson 10,,
kanji,N5,kanji,,夜,よる,ヤ,"よる, よ",night,夜,よる,night,Genki I,Lesson 10,,
kanji,N5,kanji,,夜,よる,ヤ,"よる, よ",night,夜中,よなか,middle of night,Genki I,Lesson 10,,
kanji,N5,kanji,,朝,あさ,チョウ,あさ,morning,朝食,チョウショク,breakfast,Genki I,Lesson 10,,
kanji,N5,kanji,,朝,あさ,チョウ,あさ,morning,朝,あさ,morning,Genki I,Lesson 10,,
kanji,N5,kanji,,朝,あさ,チョウ,あさ,morning,毎朝,マイあさ,every morning,Genki I,Lesson 10,,
kanji,N5,kanji,,朝,あさ,チョウ,あさ,morning,今朝,けさ,this morning,Genki I,Lesson 10,,
kanji,N5,kanji,,持,も,ジ,も,to hold,持つ,もつ,to hold / to carry,Genki I,Lesson 10,,
kanji,N5,kanji,,持,も,ジ,も,to hold,持ってくる,もってくる,to bring (a thing),Genki I,Lesson 10,,
kanji,N5,kanji,,持,も,ジ,も,to hold,気持ち,きもち,feeling,Genki I,Lesson 10,,
kanji,N5,kanji,,手,て,シュ,て,hand,手話,シュワ,sign language,Genki I,Lesson 11,,
kanji,N5,kanji,,手,て,シュ,て,hand,歌手,カシュ,singer,Genki I,Lesson 11,,
kanji,N5,kanji,,手,て,シュ,て,hand,手,て,hand,Genki I,Lesson 11,,
kanji,N5,kanji,,手,て,シュ,て,hand,上手,じょうず,good at,Genki I,Lesson 11,,
kanji,N5,kanji,,紙,かみ,シ,かみ,paper,白紙,ハクシ,white paper / blank paper,Genki I,Lesson 11,,
kanji,N5,kanji,,紙,かみ,シ,かみ,paper,手紙,てがみ,letter,Genki I,Lesson 11,,
kanji,N5,kanji,,紙,かみ,シ,かみ,paper,紙,かみ,paper,Genki I,Lesson 11,,
kanji,N5,kanji,,好,す,コウ,"す, この",favourite / to like,友好,ユウコウ,friendship,Genki I,Lesson 11,,
kanji,N5,kanji,,好,す,コウ,"す, この",favourite / to like,好きな,すきな,to like,Genki I,Lesson 11,,
kanji,N5,kanji,,好,す,コウ,"す, この",favourite / to like,大好きな,ダイすきな,to love,Genki I,Lesson 11,,
kanji,N5,kanji,,好,す,コウ,"す, この",favourite / to like,好む,このむ,to like / to prefer,Genki I,Lesson 11,,
kanji,N5,kanji,,近,ちか,キン,ちか,near,近日,キンジツ,soon / in a few days,Genki I,Lesson 11,,
kanji,N5,kanji,,近,ちか,キン,ちか,near,近く,ちかく,near / nearby,Genki I,Lesson 11,,
kanji,N5,kanji,,明,あか,メイ,あか,bright,文明,ブンメイ,civilisation,Genki I,Lesson 11,,
kanji,N5,kanji,,明,あか,メイ,あか,bright,明るい,あかるい,cheerful / bright,Genki I,Lesson 11,,
kanji,N5,kanji,,明,あか,メイ,あか,bright,明日,あした,tomorrow,Genki I,Lesson 11,,
kanji,N5,kanji,,病,ビョウ,ビョウ,—,ill / sick,病院,ビョウイン,hospital,Genki I,Lesson 11,,
kanji,N5,kanji,,病,ビョウ,ビョウ,—,ill / sick,病気,ビョウキ,illness,Genki I,Lesson 11,,
kanji,N5,kanji,,病,ビョウ,ビョウ,—,ill / sick,持病,ジビョウ,chronic disease,Genki I,Lesson 11,,
kanji,N5,kanji,,院,イン,イン,—,institution,大学院,ダイガクイン,graduate school,Genki I,Lesson 11,,
kanji,N5,kanji,,院,イン,イン,—,institution,入院,ニュウイン,hospitalisation,Genki I,Lesson 11,,
kanji,N5,kanji,,映,うつ,エイ,うつ,to reflect,映画,エイガ,movie,Genki I,Lesson 11,,
kanji,N5,kanji,,映,うつ,エイ,うつ,to reflect,上映,ジョウエイ,screening (a movie),Genki I,Lesson 11,,
kanji,N5,kanji,,映,うつ,エイ,うつ,to reflect,映る,うつる,to be reflected,Genki I,Lesson 11,,
kanji,N5,kanji,,画,ガ,"ガ, カク",—,picture,画家,ガカ,painter,Genki I,Lesson 11,,
kanji,N5,kanji,,画,ガ,"ガ, カク",—,picture,画,カク,"stroke (of a kanji, etc.)",Genki I,Lesson 11,,
kanji,N5,kanji,,歌,うた,カ,うた,to sing,国歌,コッカ,national anthem,Genki I,Lesson 11,,
kanji,N5,kanji,,歌,うた,カ,うた,to sing,歌,うた,song,Genki I,Lesson 11,,
kanji,N5,kanji,,歌,うた,カ,うた,to sing,歌う,うたう,to sing,Genki I,Lesson 11,,
kanji,N5,kanji,,市,いち,シ,いち,city,川口市,かわぐちシ,Kawaguchi City,Genki I,Lesson 11,,
kanji,N5,kanji,,市,いち,シ,いち,city,市,いち,market / fair,Genki I,Lesson 11,,
kanji,N5,kanji,,市,いち,シ,いち,city,朝市,あさいち,morning market,Genki I,Lesson 11,,
kanji,N5,kanji,,所,ところ,"ジョ, ショ",ところ,place,近所,キンジョ,neighbourhood,Genki I,Lesson 11,,
kanji,N5,kanji,,所,ところ,"ジョ, ショ",ところ,place,住所,ジュウショ,address,Genki I,Lesson 11,,
kanji,N5,kanji,,所,ところ,"ジョ, ショ",ところ,place,いろいろな所,いろいろなところ,various places,Genki I,Lesson 11,,
kanji,N5,kanji,,勉,つと,ベン,つと,to make efforts,勉強する,ベンキョウする,to study,Genki I,Lesson 11,,
kanji,N5,kanji,,勉,つと,ベン,つと,to make efforts,勉める,つとめる,to try hard,Genki I,Lesson 11,,
kanji,N5,kanji,,強,つよ,"キョウ, ゴウ",つよ,strong,強大,キョウダイ,mighty / powerful,Genki I,Lesson 11,,
kanji,N5,kanji,,強,つよ,"キョウ, ゴウ",つよ,strong,強い,つよい,strong,Genki I,Lesson 11,,
kanji,N5,kanji,,有,あ,ユウ,あ,to exist,有名な,ユウメイな,famous,Genki I,Lesson 11,,
kanji,N5,kanji,,有,あ,ユウ,あ,to exist,有名人,ユウメイジン,celebrity,Genki I,Lesson 11,,
kanji,N5,kanji,,有,あ,ユウ,あ,to exist,有る,ある,to exist,Genki I,Lesson 11,,
kanji,N5,kanji,,旅,たび,リョ,たび,travel,旅行,リョコウ,travel,Genki I,Lesson 11,,
kanji,N5,kanji,,旅,たび,リョ,たび,travel,旅行会社,リョコウガイシャ,travel agent,Genki I,Lesson 11,,
kanji,N5,kanji,,旅,たび,リョ,たび,travel,旅,たび,travel / trip / journey,Genki I,Lesson 11,,
kanji,N5,kanji,,旅,たび,リョ,たび,travel,一人旅,ひとりたび,travelling alone,Genki I,Lesson 11,,
kanji,N5,kanji,,昔,むかし,—,むかし,ancient times,昔,むかし,old times,Genki I,Lesson 12,,
kanji,N5,kanji,,昔,むかし,—,むかし,ancient times,昔話,むかしばなし,old tale,Genki I,Lesson 12,,
kanji,N5,kanji,,昔,むかし,—,むかし,ancient times,大昔,おおむかし,ancient times,Genki I,Lesson 12,,
kanji,N5,kanji,,々,—,—,—,repetition mark,昔々,むかしむかし,once upon a time,Genki I,Lesson 12,,
kanji,N5,kanji,,々,—,—,—,repetition mark,人々,ひとびと,people,Genki I,Lesson 12,,
kanji,N5,kanji,,々,—,—,—,repetition mark,時々,ときどき,sometimes,Genki I,Lesson 12,,
kanji,N5,kanji,,々,—,—,—,repetition mark,色々な,いろいろな,various,Genki I,Lesson 12,,
kanji,N5,kanji,,神,かみ,"ジン, シン, コウ",かみ,God,神社,ジンジャ,Shinto shrine,Genki I,Lesson 12,,
kanji,N5,kanji,,神,かみ,"ジン, シン, コウ",かみ,God,神道,シントウ,Shinto religion,Genki I,Lesson 12,,
kanji,N5,kanji,,神,かみ,"ジン, シン, コウ",かみ,God,神々しい,こうごうしい,divine,Genki I,Lesson 12,,
kanji,N5,kanji,,神,かみ,"ジン, シン, コウ",かみ,God,神さま,かみさま,God,Genki I,Lesson 12,,
kanji,N5,kanji,,早,はや,ソウ,はや,early,早朝,ソウチョウ,early morning,Genki I,Lesson 12,,
kanji,N5,kanji,,早,はや,ソウ,はや,early,早い,はやい,early,Genki I,Lesson 12,,
kanji,N5,kanji,,早,はや,ソウ,はや,early,早起きする,はやおきする,to get up early,Genki I,Lesson 12,,
kanji,N5,kanji,,起,お,キ,お,to get up,起立する,キリツする,to stand up,Genki I,Lesson 12,,
kanji,N5,kanji,,起,お,キ,お,to get up,起きる,おきる,to get up,Genki I,Lesson 12,,
kanji,N5,kanji,,起,お,キ,お,to get up,起こす,おこす,to wake someone up,Genki I,Lesson 12,,
kanji,N5,kanji,,牛,うし,ギュウ,うし,cow,水牛,スイギュウ,water buffalo,Genki I,Lesson 12,,
kanji,N5,kanji,,牛,うし,ギュウ,うし,cow,牛,うし,cow,Genki I,Lesson 12,,
kanji,N5,kanji,,牛,うし,ギュウ,うし,cow,子牛,こうし,calf / veal,Genki I,Lesson 12,,
kanji,N5,kanji,,使,つか,シ,つか,to use,大使,タイシ,ambassador,Genki I,Lesson 12,,
kanji,N5,kanji,,使,つか,シ,つか,to use,使う,つかう,to use,Genki I,Lesson 12,,
kanji,N5,kanji,,使,つか,シ,つか,to use,お使い,おつかい,errand,Genki I,Lesson 12,,
kanji,N5,kanji,,働,はたら,ドウ,はたら,to work,働く,はたらく,to work,Genki I,Lesson 12,,
kanji,N5,kanji,,連,つ,レン,つ,to link,連休,レンキュウ,consecutive holidays,Genki I,Lesson 12,,
kanji,N5,kanji,,連,つ,レン,つ,to link,国連,コクレン,United Nations,Genki I,Lesson 12,,
kanji,N5,kanji,,連,つ,レン,つ,to link,連れてくる,つれてくる,to bring (a living thing),Genki I,Lesson 12,,
kanji,N5,kanji,,別,わか,ベツ,わか,to separate,別に,ベツに,not in particular,Genki I,Lesson 12,,
kanji,N5,kanji,,別,わか,ベツ,わか,to separate,別々に,ベツベツに,separately,Genki I,Lesson 12,,
kanji,N5,kanji,,別,わか,ベツ,わか,to separate,別れる,わかれる,to break up / to separate,Genki I,Lesson 12,,
kanji,N5,kanji,,度,ド,ド,—,time / degrees,一度,いちド,once,Genki I,Lesson 12,,
kanji,N5,kanji,,度,ド,ド,—,time / degrees,今度,コンド,near future,Genki I,Lesson 12,,
kanji,N5,kanji,,度,ド,ド,—,time / degrees,三十度,サンジュウド,30 degrees,Genki I,Lesson 12,,
kanji,N5,kanji,,赤,あか,セキ,あか,red,赤道,セキドウ,the equator,Genki I,Lesson 12,,
kanji,N5,kanji,,赤,あか,セキ,あか,red,赤,あか,red colour,Genki I,Lesson 12,,
kanji,N5,kanji,,赤,あか,セキ,あか,red,赤い,あかい,red,Genki I,Lesson 12,,
kanji,N5,kanji,,赤,あか,セキ,あか,red,赤ちゃん,あかちゃん,baby,Genki I,Lesson 12,,
kanji,N5,kanji,,青,あお,セイ,あお,blue,青年,セイネン,youth,Genki I,Lesson 12,,
kanji,N5,kanji,,青,あお,セイ,あお,blue,青,あお,blue colour,Genki I,Lesson 12,,
kanji,N5,kanji,,青,あお,セイ,あお,blue,青い,あおい,blue,Genki I,Lesson 12,,
kanji,N5,kanji,,色,いろ,"シキ, ショク",いろ,colour,色紙,シキシ,"square fancy cardboard (for autographs, poetry, etc.)",Genki I,Lesson 12,,
kanji,N5,kanji,,色,いろ,"シキ, ショク",いろ,colour,一色,イッショク,one colour,Genki I,Lesson 12,,
kanji,N5,kanji,,色,いろ,"シキ, ショク",いろ,colour,色,いろ,colour,Genki I,Lesson 12,,
