type,level,skill,topics,japanese,reading,onyomi,kunyomi,meaning,example,example_reading,example_meaning,source,source_ref,tags,notes
kanji,N4,kanji,,集,あつ,シュウ,あつ,to gather,特集,トクシュウ,(magazine) feature,Genki II,Lesson 17,,
kanji,N4,kanji,,集,あつ,シュウ,あつ,to gather,集中する,シュウチュウする,to concentrate,Genki II,Lesson 17,,
kanji,N4,kanji,,集,あつ,シュウ,あつ,to gather,集まる,あつまる,(thing/people) gathers,Genki II,Lesson 17,,
kanji,N4,kanji,,集,あつ,シュウ,あつ,to gather,集める,あつめる,to collect,Genki II,Lesson 17,,
kanji,N4,kanji,,発,ハツ,"ハツ, ハッ, パツ",—,to start / to reveal,発表する,ハッピョウする,to make public / to give a presentation,Genki II,Lesson 17,,
kanji,N4,kanji,,発,ハツ,"ハツ, ハッ, パツ",—,to start / to reveal,発音,ハツオン,pronunciation,Genki II,Lesson 17,,
kanji,N4,kanji,,発,ハツ,"ハツ, ハッ, パツ",—,to start / to reveal,発明,ハツメイ,invention,Genki II,Lesson 17,,
kanji,N4,kanji,,発,ハツ,"ハツ, ハッ, パツ",—,to start / to reveal,後発,コウハツ,starting late / late departure,Genki II,Lesson 17,,
kanji,N4,kanji,,発,ハツ,"ハツ, ハッ, パツ",—,to start / to reveal,出発,シュッパツ,departure,Genki II,Lesson 17,,
kanji,N4,kanji,,発,ハツ,"ハツ, ハッ, パツ",—,to start / to reveal,先発,センパツ,starting in advance / starting first,Genki II,Lesson 17,,
kanji,N4,kanji,,表,あらわ,ヒョウ,"あらわ, おもて",to express / surface,表,ヒョウ,table / chart / list,Genki II,Lesson 17,,
kanji,N4,kanji,,表,あらわ,ヒョウ,"あらわ, おもて",to express / surface,表紙,ヒョウシ,cover page,Genki II,Lesson 17,,
kanji,N4,kanji,,表,あらわ,ヒョウ,"あらわ, おもて",to express / surface,表す,あらわす,to express,Genki II,Lesson 17,,
kanji,N4,kanji,,表,あらわ,ヒョウ,"あらわ, おもて",to express / surface,表,おもて,the front,Genki II,Lesson 17,,
kanji,N4,kanji,,品,しな,ヒン,"しな, じな",goods / refinement,作品,サクヒン,"work (of art, etc.)",Genki II,Lesson 17,,
kanji,N4,kanji,,品,しな,ヒン,"しな, じな",goods / refinement,上品な,ジョウヒンな,elegant,Genki II,Lesson 17,,
kanji,N4,kanji,,品,しな,ヒン,"しな, じな",goods / refinement,下品な,ゲヒンな,vulgar,Genki II,Lesson 17,,
kanji,N4,kanji,,品,しな,ヒン,"しな, じな",goods / refinement,手品,てじな,magic (by magician),Genki II,Lesson 17,,
kanji,N4,kanji,,品,しな,ヒン,"しな, じな",goods / refinement,品物,しなもの,article of merchandise,Genki II,Lesson 17,,
kanji,N4,kanji,,写,うつ,シャ,うつ,to copy,写真,シャシン,photograph,Genki II,Lesson 17,,
kanji,N4,kanji,,写,うつ,シャ,うつ,to copy,写生,シャセイ,sketch,Genki II,Lesson 17,,
kanji,N4,kanji,,写,うつ,シャ,うつ,to copy,写す,うつす,to copy,Genki II,Lesson 17,,
kanji,N4,kanji,,写,うつ,シャ,うつ,to copy,写る,うつる,to be photographed / to be projected,Genki II,Lesson 17,,
kanji,N4,kanji,,真,ま,シン,ま,true / reality,真正,シンショウ,genuine / authentic / true / pure,Genki II,Lesson 17,,
kanji,N4,kanji,,真,ま,シン,ま,true / reality,真ん中,まんなか,centre,Genki II,Lesson 17,,
kanji,N4,kanji,,真,ま,シン,ま,true / reality,真上,まうえ,right above,Genki II,Lesson 17,,
kanji,N4,kanji,,真,ま,シン,ま,true / reality,真下,ました,right under,Genki II,Lesson 17,,
kanji,N4,kanji,,真,ま,シン,ま,true / reality,真昼,まひる,midday,Genki II,Lesson 17,,
kanji,N4,kanji,,真,ま,シン,ま,true / reality,真夜中,まよなか,midnight,Genki II,Lesson 17,,
kanji,N4,kanji,,字,ジ,ジ,—,character / letter,字,ジ,character (esp. kanji) / letter / written text,Genki II,Lesson 17,,
kanji,N4,kanji,,字,ジ,ジ,—,character / letter,赤字,あかじ,deficit,Genki II,Lesson 17,,
kanji,N4,kanji,,字,ジ,ジ,—,character / letter,大文字,おおもじ,uppercase letters,Genki II,Lesson 17,,
kanji,N4,kanji,,字,ジ,ジ,—,character / letter,小文字,こもじ,lowercase letter,Genki II,Lesson 17,,
kanji,N4,kanji,,字,ジ,ジ,—,character / letter,名字,みょうじ,family name,Genki II,Lesson 17,,
kanji,N4,kanji,,活,カツ,"カツ, カッ",—,lively,活動,カツドウ,activity,Genki II,Lesson 17,,
kanji,N4,kanji,,活,カツ,"カツ, カッ",—,lively,生活,セイカツ,life / living,Genki II,Lesson 17,,
kanji,N4,kanji,,活,カツ,"カツ, カッ",—,lively,活気,カッキ,liveliness,Genki II,Lesson 17,,
kanji,N4,kanji,,活,カツ,"カツ, カッ",—,lively,活発な,カッパツな,active,Genki II,Lesson 17,,
kanji,N4,kanji,,結,むす,"ケツ, ケッ",むす,to tie / to join,結婚する,ケッコンする,to get married,Genki II,Lesson 17,,
kanji,N4,kanji,,結,むす,"ケツ, ケッ",むす,to tie / to join,結ぶ,むすぶ,to tie a knot,Genki II,Lesson 17,,
kanji,N4,kanji,,婚,コン,コン,—,marriage,新婚,シンコン,newlywed,Genki II,Lesson 17,,
kanji,N4,kanji,,歩,ある,"ホ, ポ",ある,to walk,歩道,ホドウ,sidewalk,Genki II,Lesson 17,,
kanji,N4,kanji,,歩,ある,"ホ, ポ",ある,to walk,一歩,イッポ,one step,Genki II,Lesson 17,,
kanji,N4,kanji,,歩,ある,"ホ, ポ",ある,to walk,歩く,あるく,to walk,Genki II,Lesson 17,,
kanji,N4,kanji,,目,め,モク,め,eye,目的,モクテキ,purpose,Genki II,Lesson 18,,
kanji,N4,kanji,,目,め,モク,め,eye,目,め,eye,Genki II,Lesson 18,,
kanji,N4,kanji,,目,め,モク,め,eye,目上の人,めうえのひと,one's superiors,Genki II,Lesson 18,,
kanji,N4,kanji,,目,め,モク,め,eye,目下の人,めしたのひと,one's inferiors,Genki II,Lesson 18,,
kanji,N4,kanji,,目,め,モク,め,eye,二番目,ニバンめ,the second,Genki II,Lesson 18,,
kanji,N4,kanji,,的,まと,テキ,まと,target / -ish,社会的,シャカイテキ,social,Genki II,Lesson 18,,
kanji,N4,kanji,,的,まと,テキ,まと,target / -ish,的,まと,target,Genki II,Lesson 18,,
kanji,N4,kanji,,洋,ヨウ,ヨウ,—,ocean / overseas,洋服,ヨウフク,(Western) clothes,Genki II,Lesson 18,,
kanji,N4,kanji,,洋,ヨウ,ヨウ,—,ocean / overseas,洋食,ヨウショク,Western food,Genki II,Lesson 18,,
kanji,N4,kanji,,洋,ヨウ,ヨウ,—,ocean / overseas,西洋,セイヨウ,the West,Genki II,Lesson 18,,
kanji,N4,kanji,,洋,ヨウ,ヨウ,—,ocean / overseas,東洋,トウヨウ,the East,Genki II,Lesson 18,,
kanji,N4,kanji,,洋,ヨウ,ヨウ,—,ocean / overseas,大西洋,タイセイヨウ,the Atlantic,Genki II,Lesson 18,,
kanji,N4,kanji,,服,フク,フク,—,clothes,服,フク,clothes,Genki II,Lesson 18,,
kanji,N4,kanji,,堂,ドウ,ドウ,—,hall,堂々とした,ドウドウとした,dignified / imposing,Genki II,Lesson 18,,
kanji,N4,kanji,,堂,ドウ,ドウ,—,hall,食堂,ショクドウ,cafeteria,Genki II,Lesson 18,,
kanji,N4,kanji,,力,ちから,"リョク, リキ",ちから,power,気力,キリョク,willpower / energy / vitality,Genki II,Lesson 18,,
kanji,N4,kanji,,力,ちから,"リョク, リキ",ちから,power,体力,タイリョク,physical strength / power / stamina,Genki II,Lesson 18,,
kanji,N4,kanji,,力,ちから,"リョク, リキ",ちから,power,力士,リキシ,sumo wrestler,Genki II,Lesson 18,,
kanji,N4,kanji,,力,ちから,"リョク, リキ",ちから,power,力,ちから,power,Genki II,Lesson 18,,
kanji,N4,kanji,,力,ちから,"リョク, リキ",ちから,power,力仕事,ちからしごと,physical labor (such as construction),Genki II,Lesson 18,,
kanji,N4,kanji,,授,さず,ジュ,さず,to instruct,教授,キョウジュ,professor,Genki II,Lesson 18,,
kanji,N4,kanji,,授,さず,ジュ,さず,to instruct,授業,ジュギョウ,class,Genki II,Lesson 18,,
kanji,N4,kanji,,授,さず,ジュ,さず,to instruct,授業料,ジュギョウリョウ,tuition fee / course fee,Genki II,Lesson 18,,
kanji,N4,kanji,,授,さず,ジュ,さず,to instruct,授かる,さずかる,to be given,Genki II,Lesson 18,,
kanji,N4,kanji,,授,さず,ジュ,さず,to instruct,授ける,さずける,to grant / to give / to teach,Genki II,Lesson 18,,
kanji,N4,kanji,,業,ギョウ,ギョウ,—,business / vocation,飲食業,インショクギョウ,restaurant industry / catering industry,Genki II,Lesson 18,,
kanji,N4,kanji,,業,ギョウ,ギョウ,—,business / vocation,休業,キュウギョウ,suspension of business / temporary closure,Genki II,Lesson 18,,
kanji,N4,kanji,,業,ギョウ,ギョウ,—,business / vocation,サービス業,サービスギョウ,service industry,Genki II,Lesson 18,,
kanji,N4,kanji,,業,ギョウ,ギョウ,—,business / vocation,作業,サギョウ,work / operation / task,Genki II,Lesson 18,,
kanji,N4,kanji,,試,こころ,シ,こころ,test / to try,試験,シケン,exam,Genki II,Lesson 18,,
kanji,N4,kanji,,試,こころ,シ,こころ,test / to try,入試,ニュウシ,entrance exam (for school),Genki II,Lesson 18,,
kanji,N4,kanji,,試,こころ,シ,こころ,test / to try,試みる,こころみる,to try,Genki II,Lesson 18,,
kanji,N4,kanji,,験,ケン,ケン,—,to examine,体験,タイケン,(practical) experience / personal experience,Genki II,Lesson 18,,
kanji,N4,kanji,,貸,か,タイ,か,to lend / loan,貸借,タイシャク,loan / debit and credit,Genki II,Lesson 18,,
kanji,N4,kanji,,貸,か,タイ,か,to lend / loan,貸す,かす,to lend,Genki II,Lesson 18,,
kanji,N4,kanji,,貸,か,タイ,か,to lend / loan,貸切り,かしきり,reserving (for exclusive use),Genki II,Lesson 18,,
kanji,N4,kanji,,貸,か,タイ,か,to lend / loan,貸し出し,かしだし,lending,Genki II,Lesson 18,,
kanji,N4,kanji,,図,はか,"ト, ズ",はか,drawing / to devise,図書館,トショカン,library,Genki II,Lesson 18,,
kanji,N4,kanji,,図,はか,"ト, ズ",はか,drawing / to devise,図,ズ,figure,Genki II,Lesson 18,,
kanji,N4,kanji,,図,はか,"ト, ズ",はか,drawing / to devise,地図,チズ,map,Genki II,Lesson 18,,
kanji,N4,kanji,,図,はか,"ト, ズ",はか,drawing / to devise,図る,はかる,to attempt,Genki II,Lesson 18,,
kanji,N4,kanji,,館,カン,カン,—,building / hall,映画館,エイガカン,movie theatre,Genki II,Lesson 18,,
kanji,N4,kanji,,館,カン,カン,—,building / hall,旅館,リョカン,Japanese inn,Genki II,Lesson 18,,
kanji,N4,kanji,,館,カン,カン,—,building / hall,開館,カイカン,"opening (of a library, museum, cinema, etc.)",Genki II,Lesson 18,,
kanji,N4,kanji,,館,カン,カン,—,building / hall,休館,キュウカン,"closure (of a library, museum, etc.)",Genki II,Lesson 18,,
kanji,N4,kanji,,館,カン,カン,—,building / hall,大使館,タイシカン,embassy,Genki II,Lesson 18,,
kanji,N4,kanji,,終,お,シュウ,お,end,終始,シュウシ,beginning and end / from beginning to end,Genki II,Lesson 18,,
kanji,N4,kanji,,終,お,シュウ,お,end,終日,シュウジツ,all day / for a whole day,Genki II,Lesson 18,,
kanji,N4,kanji,,終,お,シュウ,お,end,終わり,おわり,end,Genki II,Lesson 18,,
kanji,N4,kanji,,終,お,シュウ,お,end,終わる,おわる,to come to an end,Genki II,Lesson 18,,
kanji,N4,kanji,,宿,やど,シュク,やど,inn / to lodge in,宿題,シュクダイ,homework,Genki II,Lesson 18,,
kanji,N4,kanji,,宿,やど,シュク,やど,inn / to lodge in,下宿,ゲシュク,boardinghouse,Genki II,Lesson 18,,
kanji,N4,kanji,,宿,やど,シュク,やど,inn / to lodge in,宿,やど,inn,Genki II,Lesson 18,,
kanji,N4,kanji,,題,ダイ,ダイ,—,title / topic,題,ダイ,title,Genki II,Lesson 18,,
kanji,N4,kanji,,題,ダイ,ダイ,—,title / topic,題名,ダイメイ,title / caption / heading,Genki II,Lesson 18,,
kanji,N4,kanji,,題,ダイ,ダイ,—,title / topic,話題,ワダイ,topic of conversation,Genki II,Lesson 18,,
kanji,N4,kanji,,春,はる,シュン,はる,spring,春分,シュンブン,vernal equinox,Genki II,Lesson 19,,
kanji,N4,kanji,,春,はる,シュン,はる,spring,青春,セイシュン,youth,Genki II,Lesson 19,,
kanji,N4,kanji,,春,はる,シュン,はる,spring,春,はる,spring,Genki II,Lesson 19,,
kanji,N4,kanji,,秋,あき,シュウ,あき,autumn,秋分,シュウブン,autumnal equinox,Genki II,Lesson 19,,
kanji,N4,kanji,,秋,あき,シュウ,あき,autumn,秋,あき,autumn,Genki II,Lesson 19,,
kanji,N4,kanji,,冬,ふゆ,トウ,ふゆ,winter,春夏秋冬,シュンカシュウトウ,four seasons,Genki II,Lesson 19,,
kanji,N4,kanji,,冬,ふゆ,トウ,ふゆ,winter,冬,ふゆ,winter,Genki II,Lesson 19,,
kanji,N4,kanji,,冬,ふゆ,トウ,ふゆ,winter,冬休み,ふゆやすみ,winter vacation,Genki II,Lesson 19,,
kanji,N4,kanji,,花,はな,カ,"はな, ばな",flower,花鳥,カチョウ,flowers and birds,Genki II,Lesson 19,,
kanji,N4,kanji,,花,はな,カ,"はな, ばな",flower,花,はな,flower,Genki II,Lesson 19,,
kanji,N4,kanji,,花,はな,カ,"はな, ばな",flower,花見,はなみ,flower viewing (especially cherry blossoms),Genki II,Lesson 19,,
kanji,N4,kanji,,花,はな,カ,"はな, ばな",flower,花火,はなび,fireworks,Genki II,Lesson 19,,
kanji,N4,kanji,,花,はな,カ,"はな, ばな",flower,生け花,いけばな,flower arrangement,Genki II,Lesson 19,,
kanji,N4,kanji,,様,さま,ヨウ,さま,Mr./Ms. / condition,様子,ヨウス,state (of affairs) / situation / manner～,Genki II,Lesson 19,,
kanji,N4,kanji,,様,さま,ヨウ,さま,Mr./Ms. / condition,様,～さま,Mr./Ms…,Genki II,Lesson 19,,
kanji,N4,kanji,,様,さま,ヨウ,さま,Mr./Ms. / condition,様々な,サマザマな,various / varied / diverse / all sorts of,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,不安な,フアンな,uneasy,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,不当な,フトウな,unfair / wrongful / improper / unreasonable,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,不死,フシ,immortality / eternal life,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,不明,フメイ,unclear / obscure / unknown,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,不気味な,ブキミな,weird / eerie / creepy,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,力不足,ちからブソク,lack of ability / inadequacy,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,水不足,みずブソク,lack of water,Genki II,Lesson 19,,
kanji,N4,kanji,,不,フ,"フ, ブ",—,negative / non-,不味い,まずい,bad(-tasting) / unskillful / awkward / problematic,Genki II,Lesson 19,,
kanji,N4,kanji,,姉,あね,シ,"あね, ねえ",older sister,長姉,チョウシ,eldest sister / oldest sister,Genki II,Lesson 19,,
kanji,N4,kanji,,姉,あね,シ,"あね, ねえ",older sister,姉,あね,older sister (formal),Genki II,Lesson 19,,
kanji,N4,kanji,,姉,あね,シ,"あね, ねえ",older sister,お姉さん,おねえさん,older sister,Genki II,Lesson 19,,
kanji,N4,kanji,,兄,あに,キョウ,"あに, にい",older brother,兄,あに,older brother (formal),Genki II,Lesson 19,,
kanji,N4,kanji,,兄,あに,キョウ,"あに, にい",older brother,お兄さん,おにいさん,older brother,Genki II,Lesson 19,,
kanji,N4,kanji,,漢,カン,カン,—,China,漢字,カンジ,Kanji / Chinese character,Genki II,Lesson 19,,
kanji,N4,kanji,,漢,カン,カン,—,China,漢方,カンポウ,traditional Chinese medicine,Genki II,Lesson 19,,
kanji,N4,kanji,,漢,カン,カン,—,China,漢文,カンブン,Chinese classical writing / Chinese classics,Genki II,Lesson 19,,
kanji,N4,kanji,,卒,ソツ,ソツ,—,to graduate,卒業する,ソツギョウする,to graduate (from school),Genki II,Lesson 19,,
kanji,N4,kanji,,卒,ソツ,ソツ,—,to graduate,卒業生,ソツギョウセイ,graduate / alumnus / alumna,Genki II,Lesson 19,,
kanji,N4,kanji,,卒,ソツ,ソツ,—,to graduate,高卒,コウソツ,high school graduate,Genki II,Lesson 19,,
kanji,N4,kanji,,卒,ソツ,ソツ,—,to graduate,大卒,ダイソツ,university graduate,Genki II,Lesson 19,,
kanji,N4,kanji,,工,コウ,"コウ, ク",—,craft / construction,工学,コウガク,engineering,Genki II,Lesson 19,,
kanji,N4,kanji,,工,コウ,"コウ, ク",—,craft / construction,工業,コウギョウ,(manufacturing) industry,Genki II,Lesson 19,,
kanji,N4,kanji,,工,コウ,"コウ, ク",—,craft / construction,工作,コウサク,handicraft / construction / manoeuvring,Genki II,Lesson 19,,
kanji,N4,kanji,,工,コウ,"コウ, ク",—,craft / construction,工事,コウジ,construction,Genki II,Lesson 19,,
kanji,N4,kanji,,工,コウ,"コウ, ク",—,craft / construction,工場,コウジョウ,factory,Genki II,Lesson 19,,
kanji,N4,kanji,,工,コウ,"コウ, ク",—,craft / construction,大工,だいく,carpenter,Genki II,Lesson 19,,
kanji,N4,kanji,,研,と,ケン,と,to polish / study,研究,ケンキュウ,research,Genki II,Lesson 19,,
kanji,N4,kanji,,研,と,ケン,と,to polish / study,研究者,ケンキュウシャ,researcher,Genki II,Lesson 19,,
kanji,N4,kanji,,研,と,ケン,と,to polish / study,研究所,ケンキュウジョ,research institute / (research) laboratory,Genki II,Lesson 19,,
kanji,N4,kanji,,研,と,ケン,と,to polish / study,研究分野,ケンキュウブンヤ,research area / field of research,Genki II,Lesson 19,,
kanji,N4,kanji,,研,と,ケン,と,to polish / study,研ぐ,とぐ,to sharpen,Genki II,Lesson 19,,
kanji,N4,kanji,,究,きわ,キュウ,きわ,research,究明,キュウメイ,investigation (esp. in academic and scientific contexts),Genki II,Lesson 19,,
kanji,N4,kanji,,究,きわ,キュウ,きわ,research,究める,きわめる,to investigate thoroughly,Genki II,Lesson 19,,
kanji,N4,kanji,,質,シツ,"シツ, シチ",—,quality / matter,質,シツ,quality / value / nature / inherent quality / character,Genki II,Lesson 19,,
kanji,N4,kanji,,質,シツ,"シツ, シチ",—,quality / matter,質問,シツモン,question,Genki II,Lesson 19,,
kanji,N4,kanji,,質,シツ,"シツ, シチ",—,quality / matter,質がいい,シツがいい,good quality,Genki II,Lesson 19,,
kanji,N4,kanji,,質,シツ,"シツ, シチ",—,quality / matter,品質,ヒンシツ,quality (of a product or a service),Genki II,Lesson 19,,
kanji,N4,kanji,,質,シツ,"シツ, シチ",—,quality / matter,質,シチ,pawn / pawned article,Genki II,Lesson 19,,
kanji,N4,kanji,,質,シツ,"シツ, シチ",—,quality / matter,質屋,シチや,pawn shop,Genki II,Lesson 19,,
kanji,N4,kanji,,問,と,モン,と,question,問題,モンダイ,problem / issue,Genki II,Lesson 19,,
kanji,N4,kanji,,問,と,モン,と,question,問題外,モンダイガイ,out of the question / unthinkable / impossible,Genki II,Lesson 19,,
kanji,N4,kanji,,問,と,モン,と,question,不問,フモン,not asking (about) / letting go unquestioned / disregarding,Genki II,Lesson 19,,
kanji,N4,kanji,,問,と,モン,と,question,問い,とい,question / query,Genki II,Lesson 19,,
kanji,N4,kanji,,問,と,モン,と,question,問う,とう,to question,Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多少,タショウ,a little / some / somewhat / slightly,Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多大な,タダイな,"great (quantity, amount, etc.) / huge / serious",Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多分,タブン,probably,Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多様,タヨウ,diverse / various,Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多い,おおい,many / a lot,Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多く,おおく,majority (of) / mostly / mainly,Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多くの～,おおくの～,"many (people, countries etc.)",Genki II,Lesson 19,,
kanji,N4,kanji,,多,おお,タ,おお,many/much,多目,おおめ,somewhat larger (amount) / quite a lot / a little extra,Genki II,Lesson 19,,
kanji,N4,kanji,,皿,さら,—,"さら, ざら",plate,皿,さら,plate / dish,Genki II,Lesson 20,,
kanji,N4,kanji,,皿,さら,—,"さら, ざら",plate,紙皿,かみざら,paper plate,Genki II,Lesson 20,,
kanji,N4,kanji,,声,こえ,セイ,こえ,voice,音声学,オンセイガク,phonetics,Genki II,Lesson 20,,
kanji,N4,kanji,,声,こえ,セイ,こえ,voice,声,こえ,voice,Genki II,Lesson 20,,
kanji,N4,kanji,,茶,チャ,"チャ, サ",—,tea,お茶,おチャ,Japanese tea,Genki II,Lesson 20,,
kanji,N4,kanji,,茶,チャ,"チャ, サ",—,tea,茶色,チャいろ,brown,Genki II,Lesson 20,,
kanji,N4,kanji,,茶,チャ,"チャ, サ",—,tea,茶店,チャみせ,teahouse,Genki II,Lesson 20,,
kanji,N4,kanji,,茶,チャ,"チャ, サ",—,tea,茶道,サドウ,tea ceremony,Genki II,Lesson 20,,
kanji,N4,kanji,,止,と,シ,と,to stop,中止する,チュウシする,to cancel,Genki II,Lesson 20,,
kanji,N4,kanji,,止,と,シ,と,to stop,止まる,とまる,(something) stops,Genki II,Lesson 20,,
kanji,N4,kanji,,止,と,シ,と,to stop,止める,とめる,to stop,Genki II,Lesson 20,,
kanji,N4,kanji,,枚,マイ,マイ,—,sheet of…,一枚,イチマイ,one sheet (counting words for thin objects),Genki II,Lesson 20,,
kanji,N4,kanji,,両,リョウ,リョウ,—,both,両手,リョウて,both hands,Genki II,Lesson 20,,
kanji,N4,kanji,,両,リョウ,リョウ,—,both,両足,リョウあし,both legs,Genki II,Lesson 20,,
kanji,N4,kanji,,両,リョウ,リョウ,—,both,両親,リョウシン,parents,Genki II,Lesson 20,,
kanji,N4,kanji,,両,リョウ,リョウ,—,both,両方,リョウホウ,both,Genki II,Lesson 20,,
kanji,N4,kanji,,両,リョウ,リョウ,—,both,三両,サンリョウ,three ryoo (a unit of currency in old Japan),Genki II,Lesson 20,,
kanji,N4,kanji,,無,な,"ム, ブ",な,none,無理な,ムリな,impossible,Genki II,Lesson 20,,
kanji,N4,kanji,,無,な,"ム, ブ",な,none,無料,ムリョウ,free of charge,Genki II,Lesson 20,,
kanji,N4,kanji,,無,な,"ム, ブ",な,none,無事,ブジ,safety / security / peace / quiet,Genki II,Lesson 20,,
kanji,N4,kanji,,無,な,"ム, ブ",な,none,無い,ない,there is no …,Genki II,Lesson 20,,
kanji,N4,kanji,,払,はら,—,"はら, ばら",to pay,払う,はらう,to pay,Genki II,Lesson 20,,
kanji,N4,kanji,,払,はら,—,"はら, ばら",to pay,出世払い,シュッセばらい,repaying a debt after achieving success,Genki II,Lesson 20,,
kanji,N4,kanji,,心,こころ,シン,こころ,heart / mind,心理学,シンリガク,psychology,Genki II,Lesson 20,,
kanji,N4,kanji,,心,こころ,シン,こころ,heart / mind,安心な,アンシンな,safe,Genki II,Lesson 20,,
kanji,N4,kanji,,心,こころ,シン,こころ,heart / mind,心,こころ,heart / mind,Genki II,Lesson 20,,
kanji,N4,kanji,,笑,わら,ショウ,"わら, え",to laugh,笑止千万,ショウシセンバン,highly ridiculous / quite absurd,Genki II,Lesson 20,,
kanji,N4,kanji,,笑,わら,ショウ,"わら, え",to laugh,笑う,わらう,to laugh,Genki II,Lesson 20,,
kanji,N4,kanji,,笑,わら,ショウ,"わら, え",to laugh,笑み,えみ,smile,Genki II,Lesson 20,,
kanji,N4,kanji,,絶,た,"ゼツ, ゼッ",た,to discontinue,絶大な,ゼツダイな,tremendous / immense / enormous / huge,Genki II,Lesson 20,,
kanji,N4,kanji,,絶,た,"ゼツ, ゼッ",た,to discontinue,気絶する,キゼツする,to faint,Genki II,Lesson 20,,
kanji,N4,kanji,,絶,た,"ゼツ, ゼッ",た,to discontinue,絶好,ゼッコウ,best / ideal / perfect,Genki II,Lesson 20,,
kanji,N4,kanji,,絶,た,"ゼツ, ゼッ",た,to discontinue,絶対に,ゼッタイに,definitely,Genki II,Lesson 20,,
kanji,N4,kanji,,絶,た,"ゼツ, ゼッ",た,to discontinue,絶品,ゼッピン,superb piece of work / masterpiece,Genki II,Lesson 20,,
kanji,N4,kanji,,絶,た,"ゼツ, ゼッ",た,to discontinue,絶え間なく,たえまなく,incessantly / without a pause,Genki II,Lesson 20,,
kanji,N4,kanji,,絶,た,"ゼツ, ゼッ",た,to discontinue,絶える,たえる,to die out,Genki II,Lesson 20,,
kanji,N4,kanji,,対,タイ,"タイ, ツイ",—,opposite,対立,タイリツ,confrontation / opposition / antagonism,Genki II,Lesson 20,,
kanji,N4,kanji,,対,タイ,"タイ, ツイ",—,opposite,対話,タイワ,dialogue / conversation / talk / discussion,Genki II,Lesson 20,,
kanji,N4,kanji,,対,タイ,"タイ, ツイ",—,opposite,日本対中国,にほんタイちゅうごく,Japan versus China,Genki II,Lesson 20,,
kanji,N4,kanji,,対,タイ,"タイ, ツイ",—,opposite,一対,イッツイ,a pair,Genki II,Lesson 20,,
kanji,N4,kanji,,痛,いた,ツウ,いた,pain,痛切,ツウセツ,keen / acute / heartfelt,Genki II,Lesson 20,,
kanji,N4,kanji,,痛,いた,ツウ,いた,pain,痛い,いたい,painful,Genki II,Lesson 20,,
kanji,N4,kanji,,痛,いた,ツウ,いた,pain,痛み止め,いたみどめ,painkiller,Genki II,Lesson 20,,
kanji,N4,kanji,,最,もっと,サイ,もっと,utmost,最悪,サイアク,the worst,Genki II,Lesson 20,,
kanji,N4,kanji,,最,もっと,サイ,もっと,utmost,最近,サイキン,recently,Genki II,Lesson 20,,
kanji,N4,kanji,,最,もっと,サイ,もっと,utmost,最高,サイコウ,the best,Genki II,Lesson 20,,
kanji,N4,kanji,,最,もっと,サイ,もっと,utmost,最新,サイシン,the latest,Genki II,Lesson 20,,
kanji,N4,kanji,,最,もっと,サイ,もっと,utmost,最後に,サイゴに,lastly,Genki II,Lesson 20,,
kanji,N4,kanji,,最,もっと,サイ,もっと,utmost,最も,もっとも,most,Genki II,Lesson 20,,
kanji,N4,kanji,,続,つづ,ゾク,つづ,to continue,連続ドラマ,レンゾクドラマ,serial TV drama,Genki II,Lesson 20,,
kanji,N4,kanji,,続,つづ,ゾク,つづ,to continue,続き,つづき,"continuation / rest (of the story, work, etc.) / sequel",Genki II,Lesson 20,,
kanji,N4,kanji,,続,つづ,ゾク,つづ,to continue,続ける,つづける,to continue,Genki II,Lesson 20,,
kanji,N4,kanji,,続,つづ,ゾク,つづ,to continue,手続き,てつづき,procedure,Genki II,Lesson 20,,
kanji,N4,kanji,,信,シン,シン,—,to trust / to believe,信じる,シンじる,to believe,Genki II,Lesson 21,,
kanji,N4,kanji,,信,シン,シン,—,to trust / to believe,自信,ジシン,confidence,Genki II,Lesson 21,,
kanji,N4,kanji,,経,ケイ,ケイ,—,to pass through,経験,ケイケン,experience,Genki II,Lesson 21,,
kanji,N4,kanji,,台,タイ,"タイ, ダイ",—,stand,台風,タイフウ,typhoon,Genki II,Lesson 21,,
